,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,ispoor,has_ew,pcwgt,pcwgt_ae,pcsoc,c,dk_private,dk_public,dk0,pc_fee_BE,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
10034,Anuradhapura,PF,50.0,71211038051,helped,a,43493.30859375,1.0,1,6.69084706669115,6.69084706669115,0.0,29669.052364384148,10821.286490958866,0.0,10821.286490958866,0.0,0.0,4.512488029380863e-05,3555.3043556518087,0.0,3555.3043556518087,3555.3043556518087,0.0,3555.3043556518087,0.0,3,36346.798828125,5.632680043150034,20025.891891404335,0.0,0,0.0,0.011611228136356564,-0.0010004805606301066,-1.0,0.019267822736030827,0.019267822736030827,False,10821.286490958866,15218.336108076479,2472.421030365346,-3338.873231870426,3555.3043556518087,0.0,3555.3043556518087,3555.3043556518087,-3338.873231870426,132.83579166709507
10046,Anuradhapura,PF,50.0,71211039071,helped,a,43493.30859375,1.0,1,20.07254120007345,20.07254120007345,0.0,29076.835804976552,21180.95590368364,0.0,21180.95590368364,0.0,0.0,4.512488029380863e-05,6958.945671030158,0.0,6958.945671030158,6958.945671030158,0.0,6958.945671030158,0.0,3,36346.798828125,5.632680043150034,39197.5144025769,0.0,0,0.0,0.011728876777449913,-0.0011020499390280115,-1.0,0.019267822736030827,0.019267822736030827,False,21180.95590368364,15097.698608760102,2423.0696504147127,-3634.981511574224,6958.945671030158,0.0,6958.945671030158,6958.945671030158,-3634.981511574224,204.12191103283973
10535,Anuradhapura,PF,100.0,71202062091,helped,a,43493.30859375,1.0,1,11.33213813076275,11.33213813076275,0.0,26420.676684721988,14377.60205592798,0.0,14377.60205592798,0.0,0.0,5.065223252132131e-05,4723.722198462905,0.0,4723.722198462905,4723.722198462905,0.0,4723.722198462905,0.0,3,36346.798828125,5.632680043150034,26607.21575666681,0.0,0,0.0,0.012304331617051797,-0.0015890433064835727,-1.0,0.019267822736030827,0.019267822736030827,False,14377.60205592798,15484.152192898111,2201.7230570601655,-4963.061071701506,4723.722198462905,0.0,4723.722198462905,4723.722198462905,-4963.061071701506,186.6432229318769
10579,Anuradhapura,PF,100.0,71203070091,helped,a,43493.30859375,1.0,1,18.886907570125512,18.886907570125512,0.0,32859.493688031354,15545.499981003177,0.0,15545.499981003177,0.0,0.0,5.065223252132131e-05,5107.4318972538695,0.0,5107.4318972538695,5107.4318972538695,0.0,5107.4318972538695,0.0,3,36346.798828125,5.632680043150034,28768.529719409788,0.0,0,0.0,0.011033150999830495,-0.0004917274042658637,-1.0,0.019267822736030827,0.019267822736030827,False,15545.499981003177,16075.358018373578,2738.2911406692797,-1743.6525700468228,5107.4318972538695,0.0,5107.4318972538695,5107.4318972538695,-1743.6525700468228,132.00548106552392
10596,Anuradhapura,PF,100.0,71203072071,helped,a,43493.30859375,1.0,0,11.33213813076275,11.33213813076275,0.0,25169.804358538568,13078.909536846355,0.0,13078.909536846355,0.0,0.0,5.065223252132131e-05,4297.040290207264,0.0,4297.040290207264,4297.040290207264,0.0,4297.040290207264,0.0,3,36346.798828125,5.632680043150034,24203.853087262087,0.0,0,0.0,0.012606370758038324,-0.0018380635599845208,-1.0,0.019267822736030827,0.019267822736030827,False,13078.909536846355,15376.083270632613,2097.483696544881,-5588.497234793216,4297.040290207264,0.0,4297.040290207264,4297.040290207264,-5588.497234793216,190.47278468209015
10644,Anuradhapura,PF,100.0,71205082091,helped,a,43493.30859375,1.0,1,25.182505196414695,25.182505196414695,0.0,34459.419410576076,12101.740694813812,0.0,12101.740694813812,0.0,0.0,5.065223252132131e-05,3975.994114857581,0.0,3975.994114857581,3975.994114857581,0.0,3975.994114857581,0.0,3,36346.798828125,5.632680043150034,22395.50270244028,0.0,0,0.0,0.01077397634485032,-0.00025853176870568927,-1.0,0.019267822736030827,0.019267822736030827,False,12101.740694813812,16245.899047153434,2871.618284214673,-943.6897087744619,3975.994114857581,0.0,3975.994114857581,3975.994114857581,-943.6897087744619,94.79159583106055
10655,Anuradhapura,PF,100.0,71205083101,helped,a,43493.30859375,1.0,1,18.886896884604585,18.886896884604585,0.0,28549.912949361893,19548.33652000099,0.0,19548.33652000099,0.0,0.0,5.065223252132131e-05,6422.552996205581,0.0,6422.552996205581,6422.552996205581,0.0,6422.552996205581,0.0,3,36346.798828125,5.632680043150034,36176.186087800634,0.0,0,0.0,0.011836617168730211,-0.001194471528398648,-1.0,0.019267822736030827,0.019267822736030827,False,19548.33652000099,15649.36865107046,2379.1594124468243,-3898.4429393815535,6422.552996205581,0.0,6422.552996205581,6422.552996205581,-3898.4429393815535,198.86312014618755
10680,Anuradhapura,PF,100.0,71206086081,helped,a,43493.30859375,1.0,1,28.330361355188273,28.330361355188273,0.0,36150.29987480676,9909.067308517126,0.0,9909.067308517126,0.0,0.0,5.065223252132131e-05,3255.597214975518,0.0,3255.597214975518,3255.597214975518,0.0,3255.597214975518,0.0,3,36346.798828125,5.632680043150034,18337.737461327433,0.0,0,0.0,0.010518990031807748,-2.612984556443219e-05,-1.0,0.019267822736030827,0.019267822736030827,False,9909.067308517126,16416.976024798812,3012.52498956723,-98.24947665911895,3255.597214975518,0.0,3255.597214975518,3255.597214975518,-98.24947665911895,64.62132353823962
10689,Anuradhapura,PF,100.0,71206087091,helped,a,43493.30859375,1.0,1,11.33213813076275,11.33213813076275,0.0,31362.346882185317,15373.07753781908,0.0,15373.07753781908,0.0,0.0,5.065223252132131e-05,5050.78297073513,0.0,5050.78297073513,5050.78297073513,0.0,5050.78297073513,0.0,3,36346.798828125,5.632680043150034,28449.44444154181,0.0,0,0.0,0.01129342621225741,-0.0007227624344830186,-1.0,0.019267822736030827,0.019267822736030827,False,15373.07753781908,15937.263906394996,2613.5289068487764,-2492.2259729698417,5050.78297073513,0.0,5050.78297073513,5050.78297073513,-2492.2259729698417,145.33735922360253
10742,Anuradhapura,PF,100.0,71207004101,helped,a,43493.30859375,1.0,1,20.985420997012245,20.985420997012245,0.0,35117.975568345355,20720.496229960216,0.0,20720.496229960216,0.0,0.0,5.065223252132131e-05,6807.66289287262,0.0,6807.66289287262,6807.66289287262,0.0,6807.66289287262,0.0,3,36346.798828125,5.632680043150034,38345.38691717664,0.0,0,0.0,0.01067247778503794,-0.00016637156419431392,-1.0,0.019267822736030827,0.019267822736030827,False,20720.496229960216,16252.563106560405,2926.4979640287797,-614.4116298898225,6807.66289287262,0.0,6807.66289287262,6807.66289287262,-614.4116298898225,143.00721623819734
10750,Anuradhapura,PF,100.0,71207006091,helped,a,43493.30859375,1.0,1,16.788336797609798,16.788336797609798,0.0,33118.07866903279,22505.473793176632,0.0,22505.473793176632,0.0,0.0,5.065223252132131e-05,7394.1124347589985,0.0,7394.1124347589985,7394.1124347589985,0.0,7394.1124347589985,0.0,3,36346.798828125,5.632680043150034,41648.66954807452,0.0,0,0.0,0.01098999333257412,-0.00045311096416629043,-1.0,0.019267822736030827,0.019267822736030827,False,22505.473793176632,16055.33859632785,2759.839889086066,-1614.3600795461061,7394.1124347589985,0.0,7394.1124347589985,7394.1124347589985,-1614.3600795461061,173.57365152803666
10779,Anuradhapura,PF,100.0,71208011021,helped,a,43493.30859375,1.0,1,21.585017276694852,21.585017276694852,0.0,35039.90847430086,18593.83106866392,0.0,18593.83106866392,0.0,0.0,5.065223252132131e-05,6108.95281646102,0.0,6108.95281646102,6108.95281646102,0.0,6108.95281646102,0.0,3,36346.798828125,5.632680043150034,34409.77661382518,0.0,0,0.0,0.010684360033236391,-0.00017718457571184545,-1.0,0.019267822736030827,0.019267822736030827,False,18593.83106866392,16258.768045821424,2919.992372858405,-653.4451769120715,6108.95281646102,0.0,6108.95281646102,6108.95281646102,-653.4451769120715,130.29668580680328
10895,Anuradhapura,PF,100.0,71210032031,helped,a,43493.30859375,1.0,1,37.77378023421599,37.77378023421599,0.0,32729.52737189811,7432.923149238835,0.0,7432.923149238835,0.0,0.0,5.065223252132131e-05,2442.066760712143,0.0,2442.066760712143,2442.066760712143,0.0,2442.066760712143,0.0,3,36346.798828125,5.632680043150034,13755.380707103339,0.0,0,0.0,0.011055035173115194,-0.000511275672950711,-1.0,0.019267822736030827,0.019267822736030827,False,7432.923149238835,16114.631191036367,2727.4606143248425,-1808.6357281134442,2442.066760712143,0.0,2442.066760712143,2442.066760712143,-1808.6357281134442,81.90178205829648
10896,Anuradhapura,PF,100.0,71210032061,helped,a,43493.30859375,1.0,1,21.585017276694852,21.585017276694852,0.0,31247.58851761078,11007.568083556142,0.0,11007.568083556142,0.0,0.0,5.065223252132131e-05,3616.5066681580147,0.0,3616.5066681580147,3616.5066681580147,0.0,3616.5066681580147,0.0,3,36346.798828125,5.632680043150034,20370.62493565267,0.0,0,0.0,0.011314145049191352,-0.0007410158174792176,-1.0,0.019267822736030827,0.019267822736030827,False,11007.568083556142,15954.230518986615,2603.9657098008984,-2549.60515525711,3616.5066681580147,0.0,3616.5066681580147,3616.5066681580147,-2549.60515525711,118.80754958410644
10908,Anuradhapura,PF,100.0,71211025091,helped,a,43493.30859375,1.0,1,26.441655638446413,26.441655638446413,0.0,34351.2498888171,24943.4222786198,0.0,24943.4222786198,0.0,0.0,5.065223252132131e-05,8195.093803877411,0.0,8195.093803877411,8195.093803877411,0.0,8195.093803877411,0.0,3,36346.798828125,5.632680043150034,46160.341320842796,0.0,0,0.0,0.010790926235497626,-0.0002738767704048618,-1.0,0.019267822736030827,0.019267822736030827,False,24943.4222786198,16154.549959841162,2862.6041574014253,-997.7744696539485,8195.093803877411,0.0,8195.093803877411,8195.093803877411,-997.7744696539485,177.126556330084
10954,Anuradhapura,PF,100.0,71211038051,helped,a,43493.30859375,1.0,1,7.554758753841834,7.554758753841834,0.0,29669.052364384148,11950.155124133636,0.0,11950.155124133636,0.0,0.0,5.065223252132131e-05,3926.1910863411963,0.0,3926.1910863411963,3926.1910863411963,0.0,3926.1910863411963,0.0,3,36346.798828125,5.632680043150034,22114.97817762761,0.0,0,0.0,0.011611228136356564,-0.0010004805606301066,-1.0,0.019267822736030827,0.019267822736030827,False,11950.155124133636,15801.511417686002,2472.421030365346,-3338.873231870426,3926.1910863411963,0.0,3926.1910863411963,3926.1910863411963,-3338.873231870426,139.98197144916418
10966,Anuradhapura,PF,100.0,71211039071,helped,a,43493.30859375,1.0,1,22.6642762615255,22.6642762615255,0.0,29076.835804976552,15189.732841180521,0.0,15189.732841180521,0.0,0.0,5.065223252132131e-05,4990.5455674384575,0.0,4990.5455674384575,4990.5455674384575,0.0,4990.5455674384575,0.0,3,36346.798828125,5.632680043150034,28110.146422141464,0.0,0,0.0,0.011728876777449913,-0.0011020499390280115,-1.0,0.019267822736030827,0.019267822736030827,False,15189.732841180521,15725.946882421284,2423.0696504147127,-3634.981511574224,4990.5455674384575,0.0,4990.5455674384575,4990.5455674384575,-3634.981511574224,166.1951267632501
11455,Anuradhapura,PF,250.0,71202062091,helped,a,43493.30859375,1.0,1,12.492833272507871,12.492833272507871,0.0,26420.676684721988,9430.625152686043,0.0,9430.625152686043,0.0,0.0,5.52571356787073e-05,3098.4063410461686,0.0,3098.4063410461686,3098.4063410461686,0.0,3098.4063410461686,0.0,3,36346.798828125,5.632680043150034,17452.331562780273,0.0,0,0.0,0.012304331617051797,-0.0015890433064835727,-1.0,0.019267822736030827,0.019267822736030827,False,9430.625152686043,15275.946969684102,2201.7230570601655,-4963.061071701506,3098.4063410461686,0.0,3098.4063410461686,3098.4063410461686,-4963.061071701506,155.32692510111124
11499,Anuradhapura,PF,250.0,71203070091,helped,a,43493.30859375,1.0,1,20.82140056749937,20.82140056749937,0.0,32859.493688031354,12451.002918113425,0.0,12451.002918113425,0.0,0.0,5.52571356787073e-05,4090.7432719748244,0.0,4090.7432719748244,4090.7432719748244,0.0,4090.7432719748244,0.0,3,36346.798828125,5.632680043150034,23041.847989702866,0.0,0,0.0,0.011033150999830495,-0.0004917274042658637,-1.0,0.019267822736030827,0.019267822736030827,False,12451.002918113425,15855.42587353842,2738.2911406692797,-1743.6525700468228,4090.7432719748244,0.0,4090.7432719748244,4090.7432719748244,-1743.6525700468228,112.41610485590843
11516,Anuradhapura,PF,250.0,71203072071,helped,a,43493.30859375,1.0,0,12.492833272507871,12.492833272507871,0.0,25169.804358538568,13485.921085659464,0.0,13485.921085659464,0.0,0.0,5.52571356787073e-05,4430.762831746556,0.0,4430.762831746556,4430.762831746556,0.0,4430.762831746556,0.0,3,36346.798828125,5.632680043150034,24957.06937830976,0.0,0,0.0,0.012606370758038324,-0.0018380635599845208,-1.0,0.019267822736030827,0.019267822736030827,False,13485.921085659464,15133.98520736165,2097.483696544881,-5588.497234793216,4430.762831746556,0.0,4430.762831746556,4430.762831746556,-5588.497234793216,193.0493269082808
11564,Anuradhapura,PF,250.0,71205082091,helped,a,43493.30859375,1.0,1,27.76182527715946,27.76182527715946,0.0,34459.419410576076,11754.44294005893,0.0,11754.44294005893,0.0,0.0,5.52571356787073e-05,3861.890378557858,0.0,3861.890378557858,3861.890378557858,0.0,3861.890378557858,0.0,3,36346.798828125,5.632680043150034,21752.79286413598,0.0,0,0.0,0.01077397634485032,-0.00025853176870568927,-1.0,0.019267822736030827,0.019267822736030827,False,11754.44294005893,16008.576056673202,2871.618284214673,-943.6897087744619,3861.890378557858,0.0,3861.890378557858,3861.890378557858,-943.6897087744619,92.59306526651869
11575,Anuradhapura,PF,250.0,71205083101,helped,a,43493.30859375,1.0,1,20.82138878751312,20.82138878751312,0.0,28549.912949361893,15513.870897359348,0.0,15513.870897359348,0.0,0.0,5.52571356787073e-05,5097.04024752367,0.0,5097.04024752367,5097.04024752367,0.0,5097.04024752367,0.0,3,36346.798828125,5.632680043150034,28709.996881359086,0.0,0,0.0,0.011836617168730211,-0.001194471528398648,-1.0,0.019267822736030827,0.019267822736030827,False,15513.870897359348,15435.386874701637,2379.1594124468243,-3898.4429393815535,5097.04024752367,0.0,5097.04024752367,5097.04024752367,-3898.4429393815535,173.3233754702355
11600,Anuradhapura,PF,250.0,71206086081,helped,a,43493.30859375,1.0,1,31.23210085124906,31.23210085124906,0.0,36150.29987480676,10804.058400540289,0.0,10804.058400540289,0.0,0.0,5.52571356787073e-05,3549.644113225374,0.0,3549.644113225374,3549.644113225374,0.0,3549.644113225374,0.0,3,36346.798828125,5.632680043150034,19994.009556849564,0.0,0,0.0,0.010518990031807748,-2.612984556443219e-05,-1.0,0.019267822736030827,0.019267822736030827,False,10804.058400540289,16171.788860242481,3012.52498956723,-98.24947665911895,3549.644113225374,0.0,3549.644113225374,3549.644113225374,-98.24947665911895,70.28696704979754
11609,Anuradhapura,PF,250.0,71206087091,helped,a,43493.30859375,1.0,1,12.492833272507871,12.492833272507871,0.0,31362.346882185317,11461.422075000044,0.0,11461.422075000044,0.0,0.0,5.52571356787073e-05,3765.6191673011263,0.0,3765.6191673011263,3765.6191673011263,0.0,3765.6191673011263,0.0,3,36346.798828125,5.632680043150034,21210.527933760302,0.0,0,0.0,0.01129342621225741,-0.0007227624344830186,-1.0,0.019267822736030827,0.019267822736030827,False,11461.422075000044,15722.504693701552,2613.5289068487764,-2492.2259729698417,3765.6191673011263,0.0,3765.6191673011263,3765.6191673011263,-2492.2259729698417,120.57505087227298
11662,Anuradhapura,PF,250.0,71207004101,helped,a,43493.30859375,1.0,1,23.134854397632882,23.134854397632882,0.0,35117.975568345355,25511.028724802578,0.0,25511.028724802578,0.0,0.0,5.52571356787073e-05,8381.579363805587,0.0,8381.579363805587,8381.579363805587,0.0,8381.579363805587,0.0,3,36346.798828125,5.632680043150034,47210.754812585896,0.0,0,0.0,0.01067247778503794,-0.00016637156419431392,-1.0,0.019267822736030827,0.019267822736030827,False,25511.028724802578,15982.715641952374,2926.4979640287797,-614.4116298898225,8381.579363805587,0.0,8381.579363805587,8381.579363805587,-614.4116298898225,173.33315980145298
11670,Anuradhapura,PF,250.0,71207006091,helped,a,43493.30859375,1.0,1,18.507883518106304,18.507883518106304,0.0,33118.07866903279,21361.22918380451,0.0,21361.22918380451,0.0,0.0,5.52571356787073e-05,7018.173968752139,0.0,7018.173968752139,7018.173968752139,0.0,7018.173968752139,0.0,3,36346.798828125,5.632680043150034,39531.12845314525,0.0,0,0.0,0.01098999333257412,-0.00045311096416629043,-1.0,0.019267822736030827,0.019267822736030827,False,21361.22918380451,15823.060591005753,2759.839889086066,-1614.3600795461061,7018.173968752139,0.0,7018.173968752139,7018.173968752139,-1614.3600795461061,166.33013580536118
11699,Anuradhapura,PF,250.0,71208011021,helped,a,43493.30859375,1.0,1,23.795864373548753,23.795864373548753,0.0,35039.90847430086,23141.46587574113,0.0,23141.46587574113,0.0,0.0,5.52571356787073e-05,7603.065910225228,0.0,7603.065910225228,7603.065910225228,0.0,7603.065910225228,0.0,3,36346.798828125,5.632680043150034,42825.637619279994,0.0,0,0.0,0.010684360033236391,-0.00017718457571184545,-1.0,0.019267822736030827,0.019267822736030827,False,23141.46587574113,15990.458218538419,2919.992372858405,-653.4451769120715,7603.065910225228,0.0,7603.065910225228,7603.065910225228,-653.4451769120715,159.08499204503468
11815,Anuradhapura,PF,250.0,71210032031,helped,a,43493.30859375,1.0,1,41.642762653710314,41.642762653710314,0.0,32729.52737189811,14582.80871758471,0.0,14582.80871758471,0.0,0.0,5.52571356787073e-05,4791.142291129936,0.0,4791.142291129936,4791.142291129936,0.0,4791.142291129936,0.0,3,36346.798828125,5.632680043150034,26986.97156713972,0.0,0,0.0,0.011055035173115194,-0.000511275672950711,-1.0,0.019267822736030827,0.019267822736030827,False,14582.80871758471,15829.848099077955,2727.4606143248425,-1808.6357281134442,4791.142291129936,0.0,4791.142291129936,4791.142291129936,-1808.6357281134442,127.1633529719341
11816,Anuradhapura,PF,250.0,71210032061,helped,a,43493.30859375,1.0,1,23.795864373548753,23.795864373548753,0.0,31247.58851761078,13384.053754976174,0.0,13384.053754976174,0.0,0.0,5.52571356787073e-05,4397.294596266467,0.0,4397.294596266467,4397.294596266467,0.0,4397.294596266467,0.0,3,36346.798828125,5.632680043150034,24768.553516241616,0.0,0,0.0,0.011314145049191352,-0.0007410158174792176,-1.0,0.019267822736030827,0.019267822736030827,False,13384.053754976174,15699.664914548612,2603.9657098008984,-2549.60515525711,4397.294596266467,0.0,4397.294596266467,4397.294596266467,-2549.60515525711,133.85163297733288
11828,Anuradhapura,PF,250.0,71211025091,helped,a,43493.30859375,1.0,1,29.14994430251836,29.14994430251836,0.0,34351.2498888171,20351.89310546501,0.0,20351.89310546501,0.0,0.0,5.52571356787073e-05,6686.559335072946,0.0,6686.559335072946,6686.559335072946,0.0,6686.559335072946,0.0,3,36346.798828125,5.632680043150034,37663.24932400395,0.0,0,0.0,0.010790926235497626,-0.0002738767704048618,-1.0,0.019267822736030827,0.019267822736030827,False,20351.89310546501,15944.094613532507,2862.6041574014253,-997.7744696539485,6686.559335072946,0.0,6686.559335072946,6686.559335072946,-997.7744696539485,148.06038159396712
11874,Anuradhapura,PF,250.0,71211038051,helped,a,43493.30859375,1.0,1,8.328555515005247,8.328555515005247,0.0,29669.052364384148,7729.7845593837255,0.0,7729.7845593837255,0.0,0.0,5.52571356787073e-05,2539.599772650684,0.0,2539.599772650684,2539.599772650684,0.0,2539.599772650684,0.0,3,36346.798828125,5.632680043150034,14304.752956997872,0.0,0,0.0,0.011611228136356564,-0.0010004805606301066,-1.0,0.019267822736030827,0.019267822736030827,False,7729.7845593837255,15588.706492280739,2472.421030365346,-3338.873231870426,2539.599772650684,0.0,2539.599772650684,2539.599772650684,-3338.873231870426,113.26537580965528
11886,Anuradhapura,PF,250.0,71211039071,helped,a,43493.30859375,1.0,1,24.985666545015743,24.985666545015743,0.0,29076.835804976552,18275.278550820745,0.0,18275.278550820745,0.0,0.0,5.52571356787073e-05,6004.293249861621,0.0,6004.293249861621,6004.293249861621,0.0,6004.293249861621,0.0,3,36346.798828125,5.632680043150034,33820.26276171602,0.0,0,0.0,0.011728876777449913,-0.0011020499390280115,-1.0,0.019267822736030827,0.019267822736030827,False,18275.278550820745,15466.89265073252,2423.0696504147127,-3634.981511574224,6004.293249861621,0.0,6004.293249861621,6004.293249861621,-3634.981511574224,185.7278374072417
12375,Anuradhapura,PF,500.0,71202062091,helped,a,43493.30859375,1.0,1,13.136298529144241,13.136298529144241,0.0,26420.676684721988,7745.275980386111,0.0,7745.275980386111,0.0,0.0,5.730159716190784e-05,2544.6894370460436,0.0,2544.6894370460436,2544.6894370460436,0.0,2544.6894370460436,0.0,3,36346.798828125,5.632680043150034,14333.421408063945,0.0,0,0.0,0.012304331617051797,-0.0015890433064835727,-1.0,0.019267822736030827,0.019267822736030827,False,7745.275980386111,15136.856767697698,2201.7230570601655,-4963.061071701506,2544.6894370460436,0.0,2544.6894370460436,2544.6894370460436,-4963.061071701506,144.65800594889305
12419,Anuradhapura,PF,500.0,71203070091,helped,a,43493.30859375,1.0,1,21.893843268642144,21.893843268642144,0.0,32859.493688031354,7646.681947662628,0.0,7646.681947662628,0.0,0.0,5.730159716190784e-05,2512.2966347414426,0.0,2512.2966347414426,2512.2966347414426,0.0,2512.2966347414426,0.0,3,36346.798828125,5.632680043150034,14150.963116981115,0.0,0,0.0,0.011033150999830495,-0.0004917274042658637,-1.0,0.019267822736030827,0.019267822736030827,False,7646.681947662628,15736.079982404293,2738.2911406692797,-1743.6525700468228,2512.2966347414426,0.0,2512.2966347414426,2512.2966347414426,-1743.6525700468228,82.00287485141165
12436,Anuradhapura,PF,500.0,71203072071,helped,a,43493.30859375,1.0,0,13.136298529144241,13.136298529144241,0.0,25169.804358538568,13785.941031075628,0.0,13785.941031075628,0.0,0.0,5.730159716190784e-05,4529.333571890226,0.0,4529.333571890226,4529.333571890226,0.0,4529.333571890226,0.0,3,36346.798828125,5.632680043150034,25512.28681915554,0.0,0,0.0,0.012606370758038324,-0.0018380635599845208,-1.0,0.019267822736030827,0.019267822736030827,False,13785.941031075628,14982.326842674978,2097.483696544881,-5588.497234793216,4529.333571890226,0.0,4529.333571890226,4529.333571890226,-5588.497234793216,194.94857045632838
12484,Anuradhapura,PF,500.0,71205082091,helped,a,43493.30859375,1.0,1,29.191746707870703,29.191746707870703,0.0,34459.419410576076,10076.482925964436,0.0,10076.482925964436,0.0,0.0,5.730159716190784e-05,3310.6011624647426,0.0,3310.6011624647426,3310.6011624647426,0.0,3310.6011624647426,0.0,3,36346.798828125,5.632680043150034,18647.55709864446,0.0,0,0.0,0.01077397634485032,-0.00025853176870568927,-1.0,0.019267822736030827,0.019267822736030827,False,10076.482925964436,15869.439078426549,2871.618284214673,-943.6897087744619,3310.6011624647426,0.0,3310.6011624647426,3310.6011624647426,-943.6897087744619,81.97092237455114
12495,Anuradhapura,PF,500.0,71205083101,helped,a,43493.30859375,1.0,1,21.893830881907068,21.893830881907068,0.0,28549.912949361893,19950.28826435904,0.0,19950.28826435904,0.0,0.0,5.730159716190784e-05,6554.61315270102,0.0,6554.61315270102,6554.61315270102,0.0,6554.61315270102,0.0,3,36346.798828125,5.632680043150034,36920.03869578776,0.0,0,0.0,0.011836617168730211,-0.001194471528398648,-1.0,0.019267822736030827,0.019267822736030827,False,19950.28826435904,15257.543497201215,2379.1594124468243,-3898.4429393815535,6554.61315270102,0.0,6554.61315270102,6554.61315270102,-3898.4429393815535,201.40763183203416
12520,Anuradhapura,PF,500.0,71206086081,helped,a,43493.30859375,1.0,1,32.84076490296322,32.84076490296322,0.0,36150.29987480676,9683.439613440645,0.0,9683.439613440645,0.0,0.0,5.730159716190784e-05,3181.4678471104958,0.0,3181.4678471104958,3181.4678471104958,0.0,3181.4678471104958,0.0,3,36346.798828125,5.632680043150034,17920.190450342794,0.0,0,0.0,0.010518990031807748,-2.612984556443219e-05,-1.0,0.019267822736030827,0.019267822736030827,False,9683.439613440645,16029.123694134973,3012.52498956723,-98.24947665911895,3181.4678471104958,0.0,3181.4678471104958,3181.4678471104958,-98.24947665911895,63.19301201868236
12529,Anuradhapura,PF,500.0,71206087091,helped,a,43493.30859375,1.0,1,13.136298529144241,13.136298529144241,0.0,31362.346882185317,17743.96460811654,0.0,17743.96460811654,0.0,0.0,5.730159716190784e-05,5829.731493614522,0.0,5829.731493614522,5829.731493614522,0.0,5829.731493614522,0.0,3,36346.798828125,5.632680043150034,32837.01224100576,0.0,0,0.0,0.01129342621225741,-0.0007227624344830186,-1.0,0.019267822736030827,0.019267822736030827,False,17743.96460811654,15532.974622152266,2613.5289068487764,-2492.2259729698417,5829.731493614522,0.0,5829.731493614522,5829.731493614522,-2492.2259729698417,160.34600128293573
12582,Anuradhapura,PF,500.0,71207004101,helped,a,43493.30859375,1.0,1,24.32645558989225,24.32645558989225,0.0,35117.975568345355,19999.109760054485,0.0,19999.109760054485,0.0,0.0,5.730159716190784e-05,6570.653322826863,0.0,6570.653322826863,6570.653322826863,0.0,6570.653322826863,0.0,3,36346.798828125,5.632680043150034,37010.38784194433,0.0,0,0.0,0.01067247778503794,-0.00016637156419431392,-1.0,0.019267822736030827,0.019267822736030827,False,19999.109760054485,15867.849122759393,2926.4979640287797,-614.4116298898225,6570.653322826863,0.0,6570.653322826863,6570.653322826863,-614.4116298898225,138.4405578558128
12590,Anuradhapura,PF,500.0,71207006091,helped,a,43493.30859375,1.0,1,19.4611644719138,19.4611644719138,0.0,33118.07866903279,23946.525406778623,0.0,23946.525406778623,0.0,0.0,5.730159716190784e-05,7867.566037788432,0.0,7867.566037788432,7867.566037788432,0.0,7867.566037788432,0.0,3,36346.798828125,5.632680043150034,44315.482209215894,0.0,0,0.0,0.01098999333257412,-0.00045311096416629043,-1.0,0.019267822736030827,0.019267822736030827,False,23946.525406778623,15656.935534047549,2759.839889086066,-1614.3600795461061,7867.566037788432,0.0,7867.566037788432,7867.566037788432,-1614.3600795461061,182.69607162494293
12619,Anuradhapura,PF,500.0,71208011021,helped,a,43493.30859375,1.0,1,25.021512042256976,25.021512042256976,0.0,35039.90847430086,17316.112199259398,0.0,17316.112199259398,0.0,0.0,5.730159716190784e-05,5689.161743977375,0.0,5689.161743977375,5689.161743977375,0.0,5689.161743977375,0.0,3,36346.798828125,5.632680043150034,32045.22781755401,0.0,0,0.0,0.010684360033236391,-0.00017718457571184545,-1.0,0.019267822736030827,0.019267822736030827,False,17316.112199259398,15877.57586360881,2919.992372858405,-653.4451769120715,5689.161743977375,0.0,5689.161743977375,5689.161743977375,-653.4451769120715,122.20822583602016
12735,Anuradhapura,PF,500.0,71210032031,helped,a,43493.30859375,1.0,1,43.78764607394971,43.78764607394971,0.0,32729.52737189811,14388.959060949073,0.0,14388.959060949073,0.0,0.0,5.730159716190784e-05,4727.45351169007,0.0,4727.45351169007,4727.45351169007,0.0,4727.45351169007,0.0,3,36346.798828125,5.632680043150034,26628.233050216204,0.0,0,0.0,0.011055035173115194,-0.000511275672950711,-1.0,0.019267822736030827,0.019267822736030827,False,14388.959060949073,15681.316122051854,2727.4606143248425,-1808.6357281134442,4727.45351169007,0.0,4727.45351169007,4727.45351169007,-1808.6357281134442,125.93620885941259
